Optimizer,Subspace,Opset,HP_Idx,TestAcc1,TestAcc5
fairdarts,wide,no_skip,6,83.90000004882812,99.29
fairdarts,single_cell,all_skip,1,85.15000001220703,99.37000004882812
fairdarts,wide,regular,6,83.60000004882812,99.27
pcdarts,single_cell,all_skip,1,85.92999997558594,99.44
drnas,wide,regular,6,84.45999990234375,99.34
oles,wide,no_skip,1,87.73999993896484,99.51
darts,wide,all_skip,1,83.5200000366211,99.29
sdarts,wide,no_skip,1,88.11000004882813,99.5
sdarts,wide,regular,6,82.65999989013672,99.19000004882813
sdarts,wide,regular,1,86.82999989013672,99.47
fairdarts,single_cell,regular,6,82.7600000366211,99.19000004882813
pcdarts,single_cell,regular,6,83.27999995117187,99.2
darts,wide,no_skip,1,87.80000004882812,99.49000004882812
pcdarts,wide,regular,1,87.44999986572266,99.61
drnas,wide,regular,1,88.2400000366211,99.61
sdarts,single_cell,all_skip,1,81.55000002441406,99.17
pcdarts,single_cell,regular,1,87.26999998779297,99.45
pcdarts,single_cell,no_skip,6,82.50999998779297,99.21000004882812
drnas,single_cell,regular,6,81.8200000366211,99.11
fairdarts,single_cell,regular,1,86.10999997558594,99.35
oles,single_cell,regular,6,78.00000006103515,98.94
darts,single_cell,all_skip,1,83.73999991455078,99.4
gdas,single_cell,no_skip,6,80.50000006103515,99.09
pcdarts,single_cell,no_skip,1,86.23999993896484,99.41
drnas,single_cell,regular,1,85.34,99.38
oles,single_cell,no_skip,6,75.18000002441406,98.36999998779297
oles,single_cell,regular,1,81.48999998779297,99.03
gdas,single_cell,no_skip,1,83.90999995117187,99.24000004882812
sdarts,single_cell,no_skip,1,83.45999985351563,99.25
darts,single_cell,regular,1,76.7400000366211,98.55999998779296
sdarts,single_cell,regular,1,81.22999993896484,99.09000004882812
darts,single_cell,no_skip,1,72.67000001220703,98.29999993896485
gdas,single_cell,no_skip,0,83.59000003662109,99.3
gdas,deep,no_skip,0,75.17999997558594,98.42999993896484
drnas,wide,regular,0,87.25999993896484,99.52
drnas,single_cell,regular,0,84.65000001220703,99.25
drnas,single_cell,all_skip,0,84.36999985351562,99.32
sdarts,wide,regular,0,85.75999992675781,99.39
sdarts,wide,all_skip,0,86.72999992675781,99.46000004882812
sdarts,wide,no_skip,0,86.78999992675782,99.51000004882812
sdarts,single_cell,regular,0,81.05000001220704,99.08000004882813
sdarts,single_cell,no_skip,0,82.42999998779297,99.2
sdarts,single_cell,all_skip,0,81.31000003662109,98.95
sdarts,deep,regular,0,82.46999998779297,99.05000004882812
pcdarts,wide,regular,0,86.63999987792968,99.48
pcdarts,wide,no_skip,0,87.56999998779297,99.54
pcdarts,wide,all_skip,0,87.64999998779297,99.57
pcdarts,single_cell,regular,0,86.4300000366211,99.4
pcdarts,single_cell,no_skip,0,84.8399999633789,99.35
pcdarts,single_cell,all_skip,0,84.59999995117188,99.33
pcdarts,deep,regular,0,81.66999986572266,99.11999989013673
oles,wide,no_skip,0,87.22000003662109,99.48
oles,single_cell,regular,0,80.70000002441407,98.96
oles,wide,all_skip,0,86.66999997558594,99.45
fairdarts,single_cell,regular,0,85.55999997558594,99.41
fairdarts,single_cell,all_skip,0,84.12999990234376,99.38
fairdarts,deep,regular,0,82.00999990234375,99.31
darts,wide,no_skip,0,86.70999998779297,99.48
darts,wide,all_skip,0,83.22000003662109,99.35
darts,single_cell,no_skip,0,72.50999995117188,98.23999993896484
darts,single_cell,regular,0,76.01999993896484,98.59000004882812
darts,single_cell,all_skip,0,83.33000001220704,99.37
